1933,If I Were Free,American,Elliott Nugent,"Irene Dunne, Clive Brook, Nils Asther",drama,https://en.wikipedia.org/wiki/If_I_Were_Free," Unhappily married, a man and a woman try to maintain a successful adulterous affair together.[1]"
1962,The Iron Maiden,British,Gerald Thomas,"Michael Craig, Anne Helm",comedy,https://en.wikipedia.org/wiki/The_Iron_Maiden,"Jack Hopkins (played by Michael Craig) is an aircraft designer with a passion for traction engines and he owns one called The Iron Maiden. His boss (played by Cecil Parker) is eager to sell a new supersonic jet aircraft that Jack has designed to American millionaire Paul Fisher (Alan Hale, Jr.). The first encounter between Fisher and Jack goes badly, and tensions only heighten after Fisher's daughter Kathy (Anne Helm) damages The Iron Maiden, rendering it impossible to be driven solo. Jack is desperate to enter the annual Woburn Abbey steam rally with the machine, but his fireman is injured and unable to participate. When all seems lost, the millionaire himself is won over by Jack's plight and joins him in driving the engine, and the two soon become firm friends. After an eventful journey, Fisher and Jack reach Woburn Abbey and enter the rally, only for Fisher to injure his back at the last minute. When all seems lost, the sceptical Kathy appears and joins Jack in the engine. The two pilot The Iron Maiden from last place to first, winning the rally; at the finish line, Jack and Kathy embrace and kiss, while The Iron Maiden boils over and explodes. The engine is memorialised when Jack's new jet is named after it. A Handley Page Victor military bomber is featured in the film as Jack Hopkins' supersonic jetliner. A number of sequences show a Victor in close-up, taxiing, taking off, climbing, flying past and landing with parachute deployed. These scenes were filmed at Radlett Aerodrome."
2013,Tru Love,Canadian,Shauna MacDonald & Kate Johnston,"Shauna MacDonald, Kate Trotter, Christine Horne",drama,https://en.wikipedia.org/wiki/Tru_Love_(film),"Tru, a commitment-phobic lesbian, is drawn into an emotionally close relationship with Alice (Kate Trotter), the visiting mother of her friend, Suzanne (Christine Horne). As their affection deepens, Suzanne tries to sabotage the budding romance. In the end, Tru and Alice become physically intimate. Alice heads back home, and the relationship ends when Tru learns Alice had died on the train."
1935,The Big Broadcast of 1936,American,Norman Taurog,"George Burns, Gracie Allen, Ethel Merman","comedy, musical",https://en.wikipedia.org/wiki/The_Big_Broadcast_of_1936,"Radio station W.H.Y. owner Spud Miller (Jack Oakie), also functions as the station's only announcer while his comic partner Smiley Goodwin (Henry Wadsworth) serves as the house singer, Lochinvar, The Great Lover, ""the idol of millions of women."" Both Spud and Smiley play the role of Lochinvar. Facing the prospect of bankruptcy, Spud welcomes the suggestions of George Burns and Gracie Allen, who attempt to sell an invention, The Radio Eye, invented by Gracie Allen's uncle, a television device which can pick up and transmit any signal, any time, anywhere. Burns and Allen ask Miller for an advance of $5,000 for the invention. Spud decides to enter an international broadcast competition with a prize of $250,000. Ysobel listens to the Lochinvar radio show and believes that he has sent her a letter. She finds out that he sends letters to listeners of the show. Outraged, she goes to the radio station to shoot Lochinvar. Spud and Smiley are able to win her over after her gun fails to shoot. They attempt to convince her to invest $5,000 in The Radio Eye invention which would allow them to win the competition. She takes Spud and Smiley to her Caribbean island, Clementi. She will decide to marry one of them before midnight. Gordoni (C. Henry Gordon), however, plans to murder them. Spud and Smiley are able to notify George Burns and Gracie Allen in New York and inform them that they are in grave danger. Burns and Allen then depart for the island on a boat. Gracie sets a fire on the boat. A Coast Guard cutter takes them on board and heads for the island. Gordoni has Drowzo put in the drinks to put Ysobel to sleep. Spud and Smiley turn on The Radio Eye to listen to the Vienna Boys Choir and the Ray Noble Orchestra from New York to distract Gordoni and his men. Spud and Smiley are able to escape on coaches with teams of horses. After a chase, during which Spud is separated from his horses in a bifurcation in the road, they reach the pier where the Coast Guard and Burns and Allen meet them. Gordoni jumps into the sea. Spud wins the international broadcast competition. Spud tells Ysobel that he may marry her after a period of observation. She tells him: ""Let this be the start of a beautiful friendship."""
1950,Salt Lake Raiders,American,Fred C. Brannon,"Allan Lane, Martha Hyer",western,https://en.wikipedia.org/wiki/Salt_Lake_Raiders,"Ghost-town crooks make a lawman (Allan ""Rocky Lane) and two others look for hidden gold."
1986,Legal Eagles,American,Ivan Reitman,"Robert Redford, Debra Winger, Daryl Hannah, Brian Dennehy, Terence Stamp, Steven Hill",comedy,https://en.wikipedia.org/wiki/Legal_Eagles,"Tom Logan (Robert Redford) is an Assistant District Attorney in the New York City District Attorney's Office, who is on his way to becoming the new District Attorney. Into his life enters Laura Kelly (Debra Winger), an attorney who is representing Chelsea Deardon (Daryl Hannah). Chelsea is accused of stealing a painting from millionaire Mr. Forrester (John McMartin). However, Chelsea claims that the painting is actually hers, as her father made it for her and signed it to her on her 8th birthday 18 years ago – the same day that her father and most of his paintings went up in smoke in a mysterious fire. Kelly eventually manages to talk Logan into helping them (after she creates an impromptu press conference at the dinner where Logan is being introduced as the new candidate for District Attorney). However, things turn even more mysterious when Forrester suddenly drops all charges against Chelsea since he has swapped the painting for a Picasso with museum curator Victor Taft (Terence Stamp), Kelly and Logan find out about this after they go to Forrester's house to ask him about the alleged crime. That night police detective Cavanaugh (Brian Dennehy) comes up with proof that the paintings that supposedly were lost in the fire—which were worth millions in insurance—are still in existence and that Chelsea's father was murdered and the murder was covered up, something which he claims put a strain on his career since it was his investigation. Chelsea also continues coming on to Logan, coming to his apartment being fearful of someone following her. When Logan goes to investigate, he is shot at but the shooter misses and escapes. Logan agrees to continue trying to protect Chelsea while Kelly and him continue her investigation into the paintings. After an attempt by Taft to blow up a warehouse with incriminating information—which almost blows Logan and Kelly up as well—Logan and Kelly find evidence of a massive insurance fraud between Taft, Deardon and Joe Brock, a third man who was sent to prison. Chelsea goes to Taft's apartment with a gun, with the intent to threaten him and obtain information. What happens then is not seen but Chelsea goes back to Logan's apartment after being there. She tells him what she had done, claims that Taft managed to get the gun from her and hit her and she is now afraid of the repercussions. Logan's daughter from his ex-wife, Jennifer (Jennifer Dundas), is there and does not take kindly to her which leads her to worsen Logan's ex-wife's view on what is actually happening when she comes to take their daughter to her home and finds Chelsea in Logan's apartment. After they are alone Logan makes Chelsea a bed for her to sleep on her own but during the night Chelsea goes into Logan's bed and he fails to resist, they sleep together. Next morning police bust into Logan's room waking both up and arresting Chelsea for Taft's murder. Logan's career as an Assistant District Attorney is finished. Logan reluctantly teams up with Kelly, which is also encouraged by Logan's daughter who thinks the two make a good couple. Realizing that a sculpture Taft claimed to them was priceless but told Chelsea was worthless, Logan goes to find Cavanaugh while Kelly and Chelsea go to an exposition in honor of Taft to find the sculpture. Before they can make it far an assassin tries to run them over with a car, saving Kelly the lawyers split ways long enough for Logan to go on his way pursuing the assassin who fights back but fails to kill Logan since he is hit by a taxi, taking this opportunity Logan steals the man's wallet with information he had taken from them through a bug while Kelly comes to his rescue in Logan's car that she barely manages to drive there since she does not know how to drive. They split again with Logan going to the police department to find Cavanaugh and have him bring the police force while Kelly and Chelsea go to Taft's museum where the exposition in his honor is being held. There, the person they thought was Cavanaugh reveals himself as Joe Brock, Logan finds out on his own since the real Cavanaugh is a different man, a cop that wasn't aware that someone had been using his identity. Logan, having realized that Cavanaugh was not who he thought he was, races to the gallery. Brock forces Kelly and Chelsea to break open the hollow sculpture, grabs the painting inside and cuffs Chelsea to a table while struggling with Kelly, eventually leaving her unconscious. He then sets fire to another part of the gallery, forcing an evacuation as a way to leave with the painting and without anyone noticing. Logan arrives and interrupts Brock's escape, Logan and Brock fight, with Brock eventually falling to his death. Logan finds Kelly and Chelsea, grabs the painting and the three escape from the burning gallery, where Chelsea tearfully reveals the signature ""To Chelsea"" on the back of the painting. After all charges against Chelsea are dropped, Logan's former boss offers to take him back, based on Logan's publicity. Logan, however, decides to stay with Kelly, and the two set up an office together."
1971,Pretty Maids All in a Row,American,Roger Vadim,"Rock Hudson, Angie Dickinson","mystery, comedy",https://en.wikipedia.org/wiki/Pretty_Maids_All_in_a_Row,"The story is set in ""Oceanfront High School,"" a fictitious American high school in the height of the sexual revolution. Young female students are being targeted by an unknown serial killer. Meanwhile, a male student called Ponce is experiencing sexual frustration, surrounded by a seemingly unending stream of beautiful and sexually provocative classmates. Michael ""Tiger"" McDrew (Hudson) is the high school's football coach and guidance counselor, but there is another aspect of Tiger's character; he has participated in a number of sexual encounters with female students. Tiger tries to befriend Ponce and help him deal with his sexual needs by encouraging him to seek the affections of a sexy substitute teacher, Miss Betty Smith (Dickinson). Meanwhile, one young girl after another turns up dead. A police detective captain, Sam Surcher (Telly Savalas), investigates the case but never obtains enough courtroom-admissible evidence to make an arrest. Tiger is suspected, but never caught red-handed. Ponce, however, discovers that Tiger is guilty when he discovers evidence hidden in his office. Tiger drives Ponce to a pier where he confesses, and apparently commits suicide by driving his car into the ocean with Ponce as his witness. However, Surcher suspects that Tiger has faked his own death when he notices that his supposed widow is hiding a ticket to Brazil."
2010,Get Him to the Greek,American,Nicholas Stoller,"Jonah Hill, Russell Brand, Elisabeth Moss, Rose Byrne, Colm Meaney, Sean Combs",comedy,https://en.wikipedia.org/wiki/Get_Him_to_the_Greek,"In 2009, British rock star Aldous Snow (Russell Brand) releases an album and a titular single, ""African Child"", which is a commercial and critical failure. In an interview, Aldous' girlfriend, Jackie Q (Rose Byrne), drunkenly declares they have a boring life. Aldous relapses, ending their relationship. He also loses custody of his son, Naples. Meanwhile, in Los Angeles, Aaron Green (Jonah Hill) works as a talent scout at Pinnacle Records, a record company. He lives with his girlfriend, Daphne (Elisabeth Moss). Pinnacle Records is performing poorly, and the head of the company, Sergio Roma (Sean Combs), asks for ideas. Aaron suggests that Aldous play at the Greek Theatre on the tenth anniversary of a performance there in 1999. Sergio sends Aaron to London to escort Aldous to Los Angeles. Daphne informs Aaron that she has received a job offer in Seattle and that they are moving there. They argue and apparently break up. Aaron meets Aldous and learns that he had not been expecting him, thinking that the concert was not for two months. They bar-hop across the city as Aaron tries to get Aldous to catch a flight to New York. Daphne calls Aaron to apologize, only to learn that Aaron believes they broke up. While partying, Aaron's phone accidentally calls Daphne, informing her of Aaron's activities. Aaron and Aldous travel to New York for Aldous's appearance on Today. To keep Aldous sober, Aaron imbibes all of Aldous's whiskey and marijuana. While performing live on Good Morning America, Aldous is unable to remember the lyrics to his recent song, ""African Child"", and replaces it with an old hit, ""The Clap"", to cheers from the audience. During their flight to Los Angeles, Aaron learns that Aldous has become depressed, as he misses his son and has been alienated from his own father, Jonathan (Colm Meaney), for years. Aaron suggests he visit him after the show; instead, Aldous insists they go to Las Vegas to see Jonathan. Sergio hooks up Aaron with a sexually violent girl, Destiny (Carla Gallo), who takes him to a hotel room and rapes him. After Aaron tells Aldous that he has been raped, Aldous gives him drugs to calm him down. Aaron starts to have a bad trip and believes he is having a heart attack. Jonathan agrees Aaron is having a heart attack, while Aldous attempts to calm Aaron down. Aldous fights with Jonathan; Sergio jumps into the fight, inadvertently setting the lounge on fire. Aldous attempts to help Aaron by giving him an adrenaline shot. They run out of the hotel, chased by Sergio. Aldous and Aaron flee to Los Angeles, where Aaron convinces Aldous to visit Jackie Q. Jackie has been sleeping with Metallica's drummer, Lars Ulrich (playing himself), and confesses that Naples is not actually Aldous' biological son. Meanwhile, Aaron goes to his home to apologize to Daphne. They are interrupted when Aldous arrives and proposes that they engage in a threesome. Daphne agrees and Aaron hesitantly goes along. Aaron angrily decides to kiss Aldous, ending the threesome. Daphne and Aaron both immediately regret it, and Aaron angrily tells Aldous to go, criticizing his mental state. Instead of preparing for his show, Aldous goes to the rooftop of the Standard Hotel, and calls Aaron, threatening to jump. Aaron rushes to the hotel and attempts to talk Aldous down. Instead, Aldous jumps into a pool several floors down, breaking his arm. Aldous tells Aaron that he is lonely, sad, and embarrassed, but Aaron reminds Aldous that thousands of fans love him and are waiting to see him. Aldous decides to perform at the Greek Theatre, even though Aaron pleads for him to go to the hospital. Upon their arrival, Sergio offers Aaron drugs to give to Aldous so he will not cancel the concert. Aaron, tired of Sergio's abuse, quits on the spot. Aaron walks stage-side with Aldous, trying to convince him to go to the hospital. However, Aaron sees how happy Aldous is while performing and heads home to reconcile with Daphne. Months later, Aldous, sober again, has returned to fame with a single (produced by Aaron) based on events from their night in Las Vegas."
1979,Pasi,Tamil,Durai,"Shoba, Delhi Ganesh, Vijayan",unknown,https://en.wikipedia.org/wiki/Pasi_(film),"Manian, a cycle-rickshaw puller, is a road-side dweller along with his wife Valliamma and their seven children – two daughters and five sons. Despite being the sole breadwinner of his family, Manian spends the majority of his meager earnings on liquor. His wife struggles to make ends meet with the remaining amount. Her friend Rakkamma, a street food vendor, lends financial support to Valliamma's family. The educated Krishna, one of Manian's sons, elopes with a girl and separates himself from the family. Manian's daughter Kuppamma along with her friend Chellamma contribute a small income to the family by picking up rags on the roads. Rangan, a kindhearted lorry driver, befriends Kuppamma and offers assistance to her whenever she is in need of any help. They both get close to each other and their friendship leads to a physical relationship. When Valliamma gets to know this, she commits suicide fearing that Kuppamma's act has brought disgrace to the family. Meanwhile, Kuppamma gets shocked when she learns that Rangan is already married. With an intention to not disclose Rangan's identity, she keeps herself away from him. During this time, Kuppamma finds out that she's pregnant. Despite the advice of fellow road-side dwellers to abort the child, she refuses to do so. She also protects Rangan's identity by informing her relatives that her lover had died in an accident. Knowing that she is about to deliver their child, Kuppamma wishes to meet Rangan. But Rangan had relocated to another locality after she turned down his support. When Rangan's wife gets to know of the relationship, she empathises with Kuppamma and insists that Rangan bring her to their home. When Rangan reaches the slum, he finds Kuppamma in throes of labour pain. Kuppamma dies soon after, upon delivering their child. Rangan and his wife then decide to adopt the child as penance for Rangan's sins."
1934,What Happened to Harkness?,British,Milton Rosmer,"James Finlayson, Brember Wills",comedy,https://en.wikipedia.org/wiki/What_Happened_to_Harkness%3F,The murder of a miser is investigated by a village policeman.
1961,"Morgan, the Pirate",American,André de Toth,Steve Reeves,adventure,"https://en.wikipedia.org/wiki/Morgan,_the_Pirate","In 1670, freeborn Englishman, Henry Morgan, is enslaved by the Spaniards in Panama and sold to Doña Inez, daughter of Governor Don José Guzman. Morgan falls in love with his mistress, much to the dismay of her father, who punishes him by sentencing him to a life of hard labor aboard a Spanish galleon. Morgan leads his fellow slaves in mutiny, takes command of the ship, and becomes a pirate. Not long after, Morgan's daring exploits on the Spanish Main pique the interest of King Charles II of England, and Morgan agrees to attack only Spanish vessels in return for English ships and men. In one raid he captures Doña Inez, but when she spurns him he permits her to return to Panama. Once there, she warns her Don José of Morgan's planned invasion, and the pirate ships are either easily sunk or routed by the alerted Spanish. Not giving up, Morgan leads his men overland and attacks the city from the rear. The maneuver succeeds, Panama falls to the pirates, and Doña Inez finally admits her love for Morgan."
2012,Hope Springs,American,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell",comedy,https://en.wikipedia.org/wiki/Hope_Springs_(2012_film),"Although a devoted couple, empty nesters Kay and Arnold Soames (Meryl Streep and Tommy Lee Jones) are in need of (in Kay's opinion) help to reignite the spark in their marriage. They have slept in separate rooms for years since their youngest child went off to college, and forgo any physical affection. One day Kay (who works as a Coldwater Creek employee) tells Arnold (a partner in an Omaha accounting firm) she has paid for them to undergo a week of intense marriage counseling with Dr. Bernie Feld (Steve Carell) in a coastal resort town in Maine. Arnold, a creature of plodding, unimaginative routine, denies their marriage is in trouble. In sessions with Dr. Feld, a psychiatrist, they (mainly Kay) try to articulate their feelings, revitalize their relationship, and find the spark that caused them to fall in love in the first place. Dr. Feld counsels them, asking increasingly frank questions about their sex life and feelings. Arnold is angry and defensive, unwilling to see the depth of his wife's disappointment. Angry and crying, Kay goes alone to a bar where she has several glasses of wine, confides in the bartendress and learns that few others are having any sex, either. Arnold visits a nautical museum. Back together, they spend the night in the same bed for the first time in years, and Kay awakes to find Arnold's arm around her. At this sign of progress, Dr. Feld urges new measures. They make halting attempts at intimacy on the bed of their budget motel and again in a movie theater, but this time with disastrous results. In a one-on-one session, Dr. Feld explains to Arnold that couples seeking marriage counseling are doing so for a reason, and asks Arnold frankly, ""Is this the best you can do?"" Arnold finally takes the initiative to arrange a romantic dinner and a night at a luxury inn, where they attempt to make love in front of a fireplace, but the grand design fails. At their final session, Dr. Feld tells them they've made much progress and should take up couples therapy back home. Back in Omaha, old habits resume. Kay offers to pet-sit for a fellow employee and packs a bag to stay there, as a first step in a permanent break with Arnold. That night, both are shown in bed trying to sleep. Arnold enters his wife's bedroom and they tenderly embrace. The lovemaking that follows is warm, natural, and quietly passionate. The next morning it's clear that the marriage is in a whole new place. Later that year, as Kay said she fantasized, they renew their wedding vows on a beach with Dr. Feld and their grown children present, making promises to be more understanding and considerate of each other."
1964,Nothing But the Best,British,Clive Donner,"Alan Bates, Denholm Elliott, Harry Andrews",comedy,https://en.wikipedia.org/wiki/Nothing_but_the_Best_(film),"James, a young man starting with a large London firm of estate agents and auctioneers, is ambitious to get to the top. In a cheap café, he meets Charles, a drunken layabout who has everything James wants: effortless upper-class arrogance and impeccable tailoring. In return for a room to live in and loans for drink and betting, Charles agrees to tutor James in the life skills he thinks he needs to succeed. By bluff and sabotage, James rises in his firm, catching the eye of the owner and of his only daughter Ann. Disaster threatens when Charles has a big win and wants to end the deal. James hastily strangles him, and his landlady agrees to hide the corpse in her cellar in return for continuing sexual comfort. After a long courtship, Ann agrees to marry James, and her father makes him a partner in the business. Having conveniently sent his lower-middle-class parents to Australia, James anticipates his success being crowned by a grand society wedding. However, Ann's father confesses that he has a totally disreputable son they never see called Charles, and developers who have bought the house of James' former landlady find a corpse in the cellar."
2011,Four,British,Director: John Langridge,"Director: John Langridge Cast: Martin Compston, Craig Conway, Kierston Wareing, Sean Pertwee",unknown,https://en.wikipedia.org/wiki/Four_(2011_film),"A jealous husband hires a movie-obsessed detective to kidnap his wife's lover and bring him to a derelict factory to administer some 'rough justice.' Once there, the husband discovers the detective has a revelation of his own. He has kidnapped the husband's wife as well.[1]"
2015,Saving Mr. Wu,Chinese,Ding Sheng,"Andy Lau, Liu Ye, Wu Ruofu, Wang Qianyuan, Lam Suet, Zhao Xiaorui, Li Meng, Cai Lu, Lu Peng",drama / crime,https://en.wikipedia.org/wiki/Saving_Mr._Wu,"Ruthless criminal Zhang Hua (Wang Qianyuan) and his gang impersonate as police officers to abduct wealthy businessmen. Setting a trap outside a Beijing karaoke club, they hit the jackpot with Hong Kong film star Mr Wu (Andy Lau), forcing him into their car on the pretext of being investigated for a hit-and-run. In the Beijing suburbs, Wu is bound, gagged and beaten into compliance by Zhang's men. Then Wu is made to witness the execution of Xiao Dou (Cai Lu), Zhang's last abducted victim, who failed to have his ransom paid within 24 hours. Wu steps in to save him, promising to pay both men's ransoms. To ensure he is not delivered as a corpse, Wu makes a call to his old friend Mr. Su (Lam Suet) and asks him to ensure that he is alive before delivering RMB3 million. Wu's calm, intelligence and dignity in the face of death earns Zhang's respect. Zhang leaves for the city in morning, instructing his gang to kill both victims at 9pm if they do not hear from him. Meanwhile, police vice captain Xing Feng (Liu Ye) and captain Cao Gang (Wu Ruofu) have formed an anti-kidnap task force. After a series of tip-offs, they detain Zhang when he leaves the apartment of his mistress, Chenchen (Vivien Li). But Zhang refuses to give up Wu's location without a pardon. As 9pm approaches, the police stage a final desperate rescue attempt based on an unreliable tip and the kidnapping gang, fearing they'll be Zhang's next victims, decides to kill the hostages before the deadline. The police break into the house as the gang is strangling the hostages, narrowly saving both Wu and Dou."
2004,Paap,Bollywood,Pooja Bhatt,"John Abraham, Udita Goswami",drama,https://en.wikipedia.org/wiki/Paap,"The story is about a young girl, Kaaya (Udita Goswami), living in the beautifully serene valley of Spiti, waiting to join a Buddhist monastery, an idea which has been fed to her since childhood by her father (Mohan Agashe) and one which she has never questioned. When Lama Norbu, a senior lama from the monastery has a dream that the Buddhist teacher, Rinpoche has been reborn, he sends Kaaya to Delhi to bring him back to the monastery. Kaaya goes to Delhi and manages to get the child, but just when they are about to return home, the child witnesses the murder of a police officer in a hotel. The investigations are taken over by another police officer, Shiven (John Abraham) who prohibits Kaaya and the young boy from returning home. During this time, the boy identifies Raj Mehra (Gulshan Grover) as the murderer. Soon Shiven finds himself in a web of intrigue and deceit where he can trust no one. He is forced to make an escape to Spiti along with Kaaya and the young boy who he is now determined to protect. Shiven has however seriously been injured and upon reaching Spiti has to undergo treatment at Kaaya's home. While nursing him back to health, Kaaya is attracted to Shiven, an exciting feeling she has never experienced before. Shiven too finds himself drawn to Kaya, a girl unlike any he has ever known. Kaya is caught in a dilemma for she has too long subdued her basic instincts and desires in her search for the 'ultimate truth'. A sexual attraction is one that her conditioned mind sees as a sin (paap), but one she cannot deny. Shiven sees this dilemma and tries to show Kaya that there is a life out there which she has a full right to live. In the meantime, Kaya's father finds out about what has been going on under his roof and is furious with Shiven. He sees Shiven as a polluting influence upon his peaceful life, a man who has brought defiling things like pistols into their home. At this juncture, Shiven's past catches up with them and Mehra's men are close on his heels. After much chaos, finally Shiven and Kaaya are shown re-uniting with the passionate kiss in the climax."
1961,Hercules in the Haunted World,American,Mario Bava,"Reg Park, Christopher Lee",adventure,https://en.wikipedia.org/wiki/Hercules_in_the_Haunted_World,"Upon his return to Italy from his many adventures, the great warrior Hercules learns that his lover, Princess Deianira (Daianara), has lost her senses. According to the oracle Medea (Gaia Germani), Daianara's only hope is the Stone of Forgetfulness which lies deep in the realm of Hades. Hercules, with two companions, Theseus and Telemachus, embarks on a dangerous quest for the stone, while he is unaware that Dianara's guardian, King Lico, is the one responsible for her condition and plots to have the girl for himself as his bride upon her revival. Lico is in fact in league with the dark forces of the underworld, and it is up to Hercules to stop him. The climax has Hercules smashing Lico with a giant boulder and throwing similarly large rocks at an army of zombies."
1982,Heidi's Song,American,Robert Taylor,"Lorne Greene, Margery Gray, Sammy Davis, Jr.","animation, family",https://en.wikipedia.org/wiki/Heidi%27s_Song,"An orphaned girl named Heidi is sent to live with her paternal grandfather by her maternal Aunt Dete, who has been looking after Heidi since she was a baby. Heidi's grandfather initially dislikes having Heidi around because she interferes in his routine. But when her grandfather hurts his leg, Heidi helps nurse him back to health, and during this time the two bond together. Heidi meets the local goatherd, a boy named Peter, and often goes with him and the village's goats on their daily grazing trips higher up the Swiss mountain. On day, however, Heidi's Aunt Dete arrives to take Heidi away again, saying that a wealthy family in Frankfurt, Germany, wants Heidi to come live with them. Heidi's grandfather reluctantly lets her go. Heidi arrives at the house in Frankfurt, where she learns she's supposed to become the companion of a wealthy but invalid girl named Klara. Klara's Governess and guardian Fräulein Rottenmeier disapproves of Heidi's simple country ways, but Klara likes Heidi and insists that she stays. Heidi brings joy into Klara's life, especially when she gives Klara a basket of kittens as a present. When Rottenmeier discovers the kittens, Heidi is locked in the rat-infested basement. Peter and the country animals come to Heidi's rescue. Together with Klara, the three travel to the Wunderhorn without telling Rottenmeier. At this time, Klara's father returns to Frankfurt after being away on business, and is angered that his daughter has disappeared. He immediately leaves for the Wunderhorn, and this time Rottenmeier and the butler Sebastian take the opportunity to flee. The three children travel up the mountain, but Klara stops halfway so that Heidi can run on ahead without pushing her wheelchair. Heidi runs ahead and is joyfully reunited with her grandfather. Back halfway down the mountain, Klara's kitten Snowball is attacked by a hawk. Klara crawls out of her wheelchair and uses a stick to fight off the hawk. Klara then discovers that she is able to stand. Klara's father arrives and together they celebrate Klara's mobility and Heidi's return."
1963,Neengadha Ninaivu,Tamil,T. R. Raghunath,"S. S. Rajendran, C. R. Vijayakumari, Kalyan Kumar, Pushpalatha",unknown,https://en.wikipedia.org/wiki/Neengadha_Ninaivu,"The story starts with a friendship between two young children. The girl is from an affluent family. She is in friendship with a poor boy. Both of them used to ride in a horse for fun. The girl's father does not like their friendship. One day he blames the boy that he pushed the girl off the horse. He forbids their meeting thereafter. The children grow up. The boy, now a young man, Kumar, lives in a farmer's house. Another farmer's daughter loves him. Kumar loses his eye sight in an accident. Kumar and the lover girl makes their living by singing in the streets. Kumar comes to know an eye surgeon. The surgeon treats and his eye sight is restored. The surgeon becomes friendly with Kumar. Kumar tells the surgeon about his childhood sweet heart. But when Kumar tells the name of his childhood friend, Mala, the surgeon is shocked because he himself is in love with Mala. Kumar comes to know that Mala has now become the lover of the surgeon. He blinds himself again and goes again singing on the streets.[3]"
1971,Private Road,British,Barney Platts-Mills,"Susan Penhaligon, Bruce Robinson",drama,https://en.wikipedia.org/wiki/Private_Road,"Peter Morrisey (Bruce Robinson) is an author who has just published his first novel. He meets receptionist Ann Halpern (Susan Penhaligon) and falls in love. They spend some time in a cottage in Scotland living an idyllic pastoral life, then return to London. Peter gets a job at an advertising agency as a copywriter. Ann becomes pregnant and Peter asks her to marry him but she refuses. To Peter's shock, Ann decides to have an abortion without talking to him about it first. After a spell in hospital Ann returns home and her father gives her a house. Peter returns to his flat alone, still thinking that he will marry Ann. With his friend Stephen, Peter breaks into an office block and steals a typewriter so he can resume his writing career."
2011,Source Code,American,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright","science fiction, thriller",https://en.wikipedia.org/wiki/Source_Code,"U.S. Army pilot Captain Colter Stevens wakes up on a Metra[6] commuter train headed to Chicago. Stevens is disoriented, his last memory before that was being on a mission in Afghanistan. To the world around him – including his traveling partner Christina Warren and the bathroom mirror – Stevens appears to be Sean Fentress, a school teacher. As he comes to grips with this revelation, the train explodes, killing everyone aboard. Stevens regains consciousness inside a dimly lit cockpit. Communicating through a video screen, Air Force Captain Colleen Goodwin verifies Stevens' identity and insists he stay ""on mission"" to find the train bomber before a second bomb hits downtown Chicago in six hours. Stevens is inside the ""Source Code"", an experimental device designed by scientist Dr. Rutledge. In the machine he experiences the last eight minutes of another compatible person's life within an alternative timeline.[a] Stevens is unwillingly sent back into the Source Code repeatedly in frustrating, exhausting attempts to learn the bomber's identity. He tries to warn authorities on the train and flee with Christina, escaping the explosion. Other times, he cannot locate or disarm the bomb in time and dies on the train. Later, Stevens learns that he has been with them for two months since being reported killed in action in Afghanistan. In real life he is comatose and is missing most of his body, he is on life support while hooked up to neural sensors. The cockpit capsule is a projection of his brain as it attempts to make sense of a missing environment. Angry at learning that he is on life support, he asks to be disconnected after the mission and Rutledge agrees. Stevens finally catches the bomber, a man named Derek Frost. Frost leaves his wallet behind to fake his own death and gets off at the last stop before Chicago. In their first encounter, Frost kills both Stevens and Christina and flees in a rented white van with a dirty bomb in it. Stevens remembers the license number and direction and reports it to Rutledge when he returns from the Source Code. The authorities use the information to catch Frost, preventing him from detonating the dirty bomb. Rutledge reneges on his promise to let Stevens die and orders Goodwin to wipe Stevens' memory for a future mission. Stevens convinces Goodwin to allow him one more trip back to the train so that he can try to save everyone, despite Rutledge's insistence that events could not be altered. Stevens is sent back into the Source Code where he asks Christina to go out for coffee with him. He then leaves her and disarms the bomb, subdues Frost, and reports him to the authorities. Stevens uses Frost's phone to send an email to Goodwin before calling his estranged father and reconciling with him under the guise of a fellow soldier. Stevens returns to Christina and starts to kiss her, at the same time Goodwin approaches the Source Code chamber and disconnects the life support. Stevens dies, but in the new alternate timeline he finishes the kiss with Christina. They continue on the train and then walk through downtown Chicago to the Cloud Gate. When the alternate-timeline Goodwin arrives for work at Nellis Air Force Base that morning, she receives the email from Stevens. The email includes a coded message verifying Steven's identity, and he informs Goodwin that they have changed history and that Source Code works. He asks her to take care of the alternate-timeline version of him that is still in a coma."
